Strain,Sex,DOB,Cage,Animal,Tx,Exp_Date,Exp_Type,Group,Box,Trial,CS_Time
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,68,L1,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,68,L2,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,68,R1,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,68,R2,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-16,FC1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-17,FC2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-18,E1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-19,E2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-20,E3,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-05-22,ER,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,81,L1,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,81,L2,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,81,R1,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,81,R2,SCFE,22-06-19,SR,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,69,L1,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,69,L2,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,69,R1,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,69,R2,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-16,FC1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-17,FC2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-18,E1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-19,E2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-20,E3,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-05-22,ER,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,82,L1,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,82,L2,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,82,R1,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,82,R2,SCFE,22-06-19,SR,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,70,L1,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,70,L2,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,70,R1,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,70,R2,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-06-28,FC1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-06-29,FC2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-06-30,E1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-07-01,E2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-07-02,E3,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-07-04,ER,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,83,L1,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,83,L2,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,83,R1,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,83,R2,SCFE,22-08-01,SR,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,71,L1,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,71,L2,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,71,R1,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,71,R2,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-06-28,FC1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-06-29,FC2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-06-30,E1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-07-01,E2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-07-02,E3,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 2,4,10
